FIPS,State,County,Weighted_Mean_Score,F1_hardship,F2_geo_inacc,F3_urban_access,F4_alt_outlets,F5_retail_env
37027,North Carolina,Caldwell County,-0.086309481,0.392763421,-0.732487666,-0.482800968,0.749063564,-0.358085758
48407,Texas,San Jacinto County,-0.08639738,0.902733091,-0.574971576,0.654273638,-0.791252893,-0.62276916
36035,New York,Fulton County,-0.086528641,0.059653221,-0.706647955,-0.530913674,1.139624795,-0.394359591
21023,Kentucky,Bracken County,-0.08658415,0.657452242,-0.98776305,0.768447657,-0.780285959,-0.09077164
47065,Tennessee,Hamilton County,-0.086921916,-0.041772328,0.00340765,-0.98481463,0.956285847,-0.367716118
40093,Oklahoma,Major County,-0.087192204,-0.727726828,-0.284195441,1.056097814,-0.776130255,0.295993691
51157,Virginia,Rappahannock County,-0.087789841,-0.910629865,0.062222328,1.111027613,-0.785797562,0.084228282
13123,Georgia,Gilmer County,-0.087903115,0.331840299,-0.79617822,0.064624586,0.06933451,-0.109136749
48147,Texas,Fannin County,-0.08801535,-0.087960674,0.639367233,0.290216088,-0.746082058,-0.535617337
19109,Iowa,Kossuth County,-0.088046967,-0.923825815,-0.217594846,0.830195353,-0.743897895,0.614888369
5055,Arkansas,Greene County,-0.088674671,-0.080592338,-0.493660308,-0.553271872,1.235078457,-0.550927295
17023,Illinois,Clark County,-0.088799411,0.108623904,-0.19056673,0.309483916,-0.729836459,0.058298313
42055,Pennsylvania,Franklin County,-0.088971893,-0.55174142,-0.223115154,-0.635996614,1.4822245,-0.516230777
20139,Kansas,Osage County,-0.089857856,-0.679292655,0.04133892,0.631243479,-0.196761017,-0.245818005
47139,Tennessee,Polk County,-0.090028545,0.591668498,-0.826645864,0.665662646,-0.771008751,-0.109819255
29041,Missouri,Chariton County,-0.090060674,-0.604113663,-0.586182078,1.183761597,-0.786420769,0.342651543
48373,Texas,Polk County,-0.090107289,0.830510359,-0.035511921,0.051429628,-0.736633387,-0.560331124
28149,Mississippi,Warren County,-0.090601556,1.063395828,-0.748240613,-0.960461308,0.936767194,-0.744468882
20009,Kansas,Barton County,-0.090913924,-0.219250278,0.111911413,-0.335910546,0.109537661,-0.120857872
19143,Iowa,Osceola County,-0.091002524,-0.950129961,0.828312854,0.440771425,-0.732219496,-0.041747443
47107,Tennessee,McMinn County,-0.091286335,0.583790337,-0.54726968,-0.113009653,0.233467005,-0.613409682
19043,Iowa,Clayton County,-0.091312904,-0.887550396,-0.648776018,1.224519157,-0.649976903,0.505219642
16021,Idaho,Boundary County,-0.091376372,-0.264213174,-0.390461446,0.638010433,-0.744954079,0.304736405
29159,Missouri,Pettis County,-0.091648815,0.390175041,-0.691572655,-0.851083462,1.255164919,-0.560927916
17119,Illinois,Madison County,-0.091926769,-0.11307992,-0.867393617,-1.198907825,1.903142716,-0.1833952
51089,Virginia,Henry County,-0.091941206,1.318343565,-0.823263502,0.24889005,-0.754884211,-0.44879193
26113,Michigan,Missaukee County,-0.092452485,0.281719743,-0.580241353,0.807719456,-0.781976066,-0.189484207
27053,Minnesota,Hennepin County,-0.092493261,-0.865910533,0.951687073,-1.153398497,0.740612155,-0.135456503
19173,Iowa,Taylor County,-0.09358358,-0.501749205,-0.846200397,1.251341105,-0.790284491,0.41897509
26115,Michigan,Monroe County,-0.093679339,-0.670316649,-0.499854175,-0.518646395,1.664826655,-0.444406133
17053,Illinois,Ford County,-0.09418864,-0.417894251,0.628592229,0.309856067,-0.733901943,-0.2575953
37013,North Carolina,Beaufort County,-0.094191554,0.518843112,-0.202302606,0.117613341,-0.725431217,-0.1796804
47001,Tennessee,Anderson County,-0.094502047,0.232053218,-0.604236054,-0.371319727,0.660608565,-0.389616237
12039,Florida,Gadsden County,-0.094599232,1.507056052,-0.625954143,-0.063219364,-0.733773631,-0.557105075
40095,Oklahoma,Marshall County,-0.095327401,0.601429397,-0.422405001,0.240371369,-0.735979829,-0.160052942
55133,Wisconsin,Waukesha County,-0.096344626,-1.668750626,1.259829273,-0.959932016,1.124914543,-0.237784303
25019,Massachusetts,Nantucket County,-0.096663607,-1.78811533,-0.991131894,-0.3138247,2.455942562,0.153811329
6107,California,Tulare County,-0.097468272,1.147148189,-0.391156848,-1.636616552,0.686184684,-0.292900833
45019,South Carolina,Charleston County,-0.09758566,-0.531202979,0.590220664,-0.858403751,0.56500442,-0.253546652
25015,Massachusetts,Hampshire County,-0.097870822,-0.706803893,0.402382738,-0.712012098,0.990805844,-0.463726699
51171,Virginia,Shenandoah County,-0.098313595,-0.47986929,-0.852985454,0.466278554,0.784459149,-0.409450934
19099,Iowa,Jasper County,-0.098797205,-0.645958358,-0.184615022,-0.077441872,0.475637879,-0.061608654
54031,West Virginia,Hardy County,-0.099346408,0.017810825,-0.147682334,0.460377778,-0.745001776,-0.082236535
1127,Alabama,Walker County,-0.099565215,0.692373126,-0.949094012,0.040243288,0.061036032,-0.342384509
20187,Kansas,Stanton County,-0.099685366,-0.970312462,-0.567582423,1.064730482,-0.757837731,0.732575304
42051,Pennsylvania,Fayette County,-0.100225214,1.236781225,-0.735203773,-0.802616009,0.272478726,-0.472566239
28123,Mississippi,Scott County,-0.100330758,0.947650149,-0.032225416,-0.467022334,-0.682703575,-0.267352613
12037,Florida,Franklin County,-0.100413,-0.3504462,-0.889364241,0.862952945,-0.751124951,0.625917449
38031,North Dakota,Foster County,-0.100586262,-1.35972841,-0.066886952,1.318728626,-0.786424718,0.391380146
20131,Kansas,Nemaha County,-0.10071391,-1.285118532,0.070809261,0.862019945,-0.741735306,0.590455083
1013,Alabama,Butler County,-0.100776748,1.205440972,-0.566130738,-0.173920871,-0.710161868,-0.259111236
17071,Illinois,Henderson County,-0.10086402,-0.176530673,-0.948115979,1.147830043,-0.78946704,0.261963548
48065,Texas,Carson County,-0.101162998,-1.219852643,-0.170291332,1.182106393,-0.773469312,0.475691906
20093,Kansas,Kearny County,-0.101225615,-0.429035277,-0.370499316,0.906861129,-0.769673711,0.156219102
27055,Minnesota,Houston County,-0.101340786,-1.189018046,-0.744501238,0.314408498,1.191280223,-0.078873365
12069,Florida,Lake County,-0.101863267,0.066455876,0.05125588,-0.588921738,0.562473412,-0.600579763
20151,Kansas,Pratt County,-0.101884416,-0.832017282,1.028732295,-0.015136932,-0.691950585,0.000950424
47083,Tennessee,Houston County,-0.102304512,0.544491757,-0.914781271,0.553355674,-0.75366127,0.059072549
51011,Virginia,Appomattox County,-0.102352508,0.30451171,-0.47664989,0.169685435,0.047525325,-0.556835122
29510,Missouri,St. Louis city,-0.102521676,1.406393401,-0.188030397,-1.489672046,0.289357788,-0.530657124
29055,Missouri,Crawford County,-0.102540504,0.45094378,-0.711009117,0.294627973,-0.219213759,-0.328051395
35013,New Mexico,Doña Ana County,-0.102730984,1.449302984,-0.460673214,-1.706968773,0.958572188,-0.753888106
31083,Nebraska,Harlan County,-0.102740404,-0.898877392,-0.708922627,1.484809354,-0.804658731,0.413947376
53001,Washington,Adams County,-0.102794519,0.782037538,-0.241053066,-0.651018851,-0.647697701,0.243759485
27091,Minnesota,Martin County,-0.102804229,-0.574603706,0.2622425,0.505517523,-0.73795402,0.030776557
20175,Kansas,Seward County,-0.102820404,0.020501898,0.82944427,-0.902053745,-0.240193456,-0.221800985
22023,Louisiana,Cameron Parish,-0.103028626,-0.683159995,0.173911465,0.737504511,-0.757001218,0.013602107
29059,Missouri,Dallas County,-0.10305221,0.365839558,-0.006914395,-0.054710607,-0.325202758,-0.494272849
56003,Wyoming,Big Horn County,-0.10316409,-1.098971131,-0.113684216,0.959458994,-0.50140942,0.238785323
26065,Michigan,Ingham County,-0.103176581,-0.076707536,-0.382030483,-1.302756677,1.659144056,-0.413532264
19013,Iowa,Black Hawk County,-0.10407553,-0.238884278,-0.161867026,-0.886352222,1.063719743,-0.296993866
1027,Alabama,Clay County,-0.104140203,0.212504538,-0.708361084,0.772011223,-0.771139809,-0.025715882
27111,Minnesota,Otter Tail County,-0.104390183,-0.822124026,0.113719469,0.83999579,-0.760826317,0.10728417
48219,Texas,Hockley County,-0.104413728,0.059936969,1.091661924,-0.545848182,-0.671881365,-0.455937984
45015,South Carolina,Berkeley County,-0.104455227,-0.244293455,0.28272865,-1.146951441,1.244325414,-0.658085302
24045,Maryland,Wicomico County,-0.104736316,0.360244961,-0.13138056,-1.137582345,1.066430017,-0.681393654
36063,New York,Niagara County,-0.105145876,-0.182031273,-0.380392419,-0.983355339,1.509902854,-0.489853205
27137,Minnesota,St. Louis County,-0.105201934,-0.453427649,0.025912193,-0.349067704,0.478479127,-0.227905636
28127,Mississippi,Simpson County,-0.105292017,1.331417724,-0.422767347,-0.011715277,-0.739076181,-0.684319002
5139,Arkansas,Union County,-0.105709199,0.372738144,-0.084576688,-0.528360145,0.111788021,-0.400135325
47047,Tennessee,Fayette County,-0.105709372,0.010850065,-0.20636436,0.116272334,0.057471955,-0.506776854
6089,California,Shasta County,-0.105927617,-0.065809187,-0.191267828,-0.530074588,0.74295028,-0.485436761
47055,Tennessee,Giles County,-0.106095867,0.163515796,-0.262945068,0.544402177,-0.757464593,-0.217987645
23013,Maine,Knox County,-0.106113523,-0.526849282,-0.713645673,0.373250843,0.34372297,-0.007046472
49007,Utah,Carbon County,-0.106220513,-0.254299335,0.078200001,-0.452092664,0.124919593,-0.027830158
48127,Texas,Dimmit County,-0.106261688,1.471061025,-0.231025969,-0.606267143,-0.683179289,-0.481897064
39059,Ohio,Guernsey County,-0.106406684,0.282069978,-0.323761854,-0.28063026,0.106140816,-0.315852099
51530,Virginia,Buena Vista city,-0.10656551,0.531188092,0.514412946,-0.586881205,-0.668906467,-0.322640918
37061,North Carolina,Duplin County,-0.107144483,0.845018316,-0.667114929,0.160104217,-0.729809501,-0.143920519
6023,California,Humboldt County,-0.10717679,0.153149134,-0.40384664,-0.6562861,0.512901496,-0.141801842
32029,Nevada,Storey County,-0.107665383,-0.985304136,-0.982865605,1.283094588,-0.76902667,0.915774908
54073,West Virginia,Pleasants County,-0.107873227,-0.146092047,-1.021670426,0.601114366,0.03243721,-0.005155236
54023,West Virginia,Grant County,-0.107933418,0.134002958,-0.286447168,0.697658453,-0.773075618,-0.311805717
28139,Mississippi,Tippah County,-0.108739042,0.624244398,-0.807086725,0.021613573,0.083346212,-0.46581267
18163,Indiana,Vanderburgh County,-0.109263293,-0.194462304,-0.357794577,-1.052222333,1.442777956,-0.384615207
29186,Missouri,Ste. Genevieve County,-0.109569374,-0.454022539,0.592987894,0.29346828,-0.349362887,-0.630917618
6033,California,Lake County,-0.109717656,0.700764131,-0.949130815,-0.250183558,-0.070923934,0.020885894
37139,North Carolina,Pasquotank County,-0.10977829,0.410179928,0.4517302,-0.498070725,-0.671928231,-0.240802623
27017,Minnesota,Carlton County,-0.109802656,-0.737338758,-0.112702481,0.175768865,0.079900335,0.045358757
5149,Arkansas,Yell County,-0.110079766,0.52559257,-0.342484522,0.436448708,-0.758342037,-0.411613547
48093,Texas,Comanche County,-0.110444784,-0.003786047,-0.008625052,0.609223661,-0.766085615,-0.382950866
31043,Nebraska,Dakota County,-0.110559911,-0.055451882,0.579663879,-0.970173677,0.159265589,-0.266103464
1061,Alabama,Geneva County,-0.110584506,0.650545239,-0.998493963,0.312360986,-0.728188003,0.210853212
45017,South Carolina,Calhoun County,-0.111108298,1.097511831,-1.01396183,0.833899055,-0.806946554,-0.666043992
21231,Kentucky,Wayne County,-0.111363039,1.412973882,-0.500541346,-0.254915248,-0.712398286,-0.501934196
23011,Maine,Kennebec County,-0.111620876,-0.158864987,-0.297604868,-0.034351483,0.212593558,-0.279876598
29105,Missouri,Laclede County,-0.111761411,0.288312479,0.128882249,-0.713257554,0.292400992,-0.555145219
26061,Michigan,Houghton County,-0.112137231,-0.341418358,-0.03932229,-0.139892581,0.183472728,-0.223525654
55053,Wisconsin,Jackson County,-0.112157604,-0.298438879,0.650535338,-0.284184468,-0.084902033,-0.543797979
54107,West Virginia,Wood County,-0.112820421,0.334340279,-0.748070309,-1.201669353,1.676717776,-0.6254205
37055,North Carolina,Dare County,-0.112919115,-0.775708846,-0.417777461,0.148384492,-0.285982298,0.766488538
28117,Mississippi,Prentiss County,-0.113659966,0.442073938,-0.70686487,0.311784507,-0.728684906,0.113391502
18167,Indiana,Vigo County,-0.113923847,0.114062674,-0.640764334,-1.067438853,1.741551654,-0.717030375
37145,North Carolina,Person County,-0.115113398,0.585474093,-0.697058048,-0.178316666,0.081974026,-0.367640393
5019,Arkansas,Clark County,-0.115475319,0.083618005,0.769038117,-0.124705234,-0.711149846,-0.594177636
42099,Pennsylvania,Perry County,-0.116077576,-0.648404983,0.589796267,0.530903402,-0.748821022,-0.303861545
17165,Illinois,Saline County,-0.116109103,0.939722144,-0.519649114,-0.584829455,-0.653561092,0.237772003
47109,Tennessee,McNairy County,-0.11646923,1.32200661,-0.904843778,0.251451121,-0.753593587,-0.497366517
47033,Tennessee,Crockett County,-0.116937928,0.668040573,-0.758711642,0.400922449,-0.747151484,-0.147789534
26149,Michigan,St. Joseph County,-0.116985512,0.006574028,-0.612220337,-0.352683431,0.667675278,-0.294273099
36081,New York,Queens County,-0.117014206,0.098068669,-1.018995892,-1.291895119,1.323459372,0.304291939
36111,New York,Ulster County,-0.117550118,-0.419458827,-0.787004285,-0.430275358,1.496989285,-0.448001406
21007,Kentucky,Ballard County,-0.118273703,0.119396453,-1.017713118,0.900125329,-0.772259521,0.179082343
8103,Colorado,Rio Blanco County,-0.118679132,-0.907441094,-0.671327238,0.741016045,0.040263661,0.204092965
37071,North Carolina,Gaston County,-0.118972198,0.362904129,0.213810621,-0.854297577,-0.008351269,-0.308926894
33019,New Hampshire,Sullivan County,-0.119110928,-0.64932041,-0.571425182,-0.318529828,1.384897638,-0.44117686
10005,Delaware,Sussex County,-0.120276479,-0.199492563,-0.067263722,-0.385419992,0.490043426,-0.439249546
18069,Indiana,Huntington County,-0.120298763,-0.685536707,0.054684201,-0.382174301,1.018470031,-0.606937041
5059,Arkansas,Hot Spring County,-0.120862489,0.205445581,0.394041922,-0.061875053,-0.711639688,-0.430285205
37081,North Carolina,Guilford County,-0.121290019,0.113300941,-0.610484693,-1.299936234,1.433506091,-0.242836199
53029,Washington,Island County,-0.121368701,-0.882003424,0.095622944,-0.168470211,0.799803702,-0.451796518
27049,Minnesota,Goodhue County,-0.121582732,-1.264400465,-0.857548102,0.296485327,1.199534308,0.018015272
22101,Louisiana,St. Mary Parish,-0.12160465,1.124369822,-0.815713017,-1.067467885,0.490066403,-0.339278571
39115,Ohio,Morgan County,-0.121692866,0.469506849,-0.381482556,0.169953272,-0.724487869,-0.141954027
36071,New York,Orange County,-0.121763606,-0.789984728,0.292703743,-1.15623774,1.307435361,-0.262734665
23023,Maine,Sagadahoc County,-0.122055836,-0.657835424,-0.808175592,-0.036518368,1.43584309,-0.543592885
21125,Kentucky,Laurel County,-0.122086387,1.033255753,-0.839189169,-0.539046065,0.108313865,-0.373766318
2230,Alaska,Skagway Municipality,-0.122153693,-1.909089114,-0.971480067,0.943952712,-0.690940685,2.016788691
28041,Mississippi,Greene County,-0.122912653,0.540894652,-0.737360094,0.544472979,-0.759027028,-0.203543776
12023,Florida,Columbia County,-0.123119894,0.888833946,-0.426819969,-0.540008151,0.101228568,-0.638833864
48057,Texas,Calhoun County,-0.123373605,0.489190446,0.876437153,-0.741905389,-0.661702359,-0.578887876
35041,New Mexico,Roosevelt County,-0.123439547,0.684881569,0.250351846,-1.035402204,0.16705512,-0.684084068
48049,Texas,Brown County,-0.123774272,0.094106404,0.470588058,-0.12777266,-0.701846956,-0.353946205
13245,Georgia,Richmond County,-0.123842239,1.494588422,-0.847359058,-1.532134156,0.824032339,-0.558338743
47119,Tennessee,Maury County,-0.124051273,-0.288331877,-0.388783362,-0.454099562,0.924351568,-0.41339313
48089,Texas,Colorado County,-0.124139803,-0.169277579,-0.053298653,0.443576763,-0.738951556,-0.102747989
22021,Louisiana,Caldwell Parish,-0.124283666,1.053090116,-0.651087847,0.139106478,-0.737585032,-0.424942043
53007,Washington,Chelan County,-0.124766381,-0.069365292,-0.397330073,-0.38822953,0.398946826,-0.167853837
19155,Iowa,Pottawattamie County,-0.125208085,-0.172317916,1.302116349,-0.873617982,-0.631813776,-0.250407099
2122,Alaska,Kenai Peninsula Borough,-0.125663619,-0.58229813,-0.037105281,-0.244396535,0.309682919,-0.074201066
34031,New Jersey,Passaic County,-0.125667323,-0.043282934,-0.188868926,-1.261654896,0.893392369,-0.027922229
20143,Kansas,Ottawa County,-0.125691317,-1.013750864,0.242039832,1.083800592,-0.785461617,-0.155084527
17117,Illinois,Macoupin County,-0.125846478,-0.247231904,0.071283217,0.294308809,-0.722558087,-0.025034425
31051,Nebraska,Dixon County,-0.12614517,-0.940685367,0.594254664,1.00590351,-0.791172967,-0.499025692
47017,Tennessee,Carroll County,-0.126644534,0.813683775,-0.966122991,0.367466985,-0.743239959,-0.105010479
54029,West Virginia,Hancock County,-0.127080444,0.097660545,-0.602398029,-0.730754316,0.946196709,-0.346107127
47131,Tennessee,Obion County,-0.127251958,0.674798586,-0.960498193,0.003121143,0.065400442,-0.419081769
29147,Missouri,Nodaway County,-0.127286824,-0.425739797,1.12500699,-0.026515183,-0.712347675,-0.596838456
31155,Nebraska,Saunders County,-0.127741788,-1.232934402,0.800638153,0.399231224,-0.461979761,-0.143664153
17181,Illinois,Union County,-0.128023394,0.629087751,-0.668816603,-0.235122634,-0.675806131,0.310540646
51520,Virginia,Bristol city,-0.128118311,0.968218543,-0.503313934,-0.705801087,-0.641892567,0.24219749
28013,Mississippi,Calhoun County,-0.128251952,0.670512193,-0.829597086,0.570055145,-0.764782064,-0.287447949
13045,Georgia,Carroll County,-0.128481641,0.455615261,-0.91171002,-1.043337013,1.280185365,-0.423161798
56013,Wyoming,Fremont County,-0.128483115,-0.202083005,-0.160386003,-0.322420543,0.11471112,-0.072237143
48001,Texas,Anderson County,-0.128508678,0.211312419,1.011415513,-0.47286459,-0.685107786,-0.707298945
39127,Ohio,Perry County,-0.128579581,0.632117009,-1.008441205,0.032313507,-0.079653483,-0.219233734
27045,Minnesota,Fillmore County,-0.12870691,-0.901114105,-0.852195271,1.032860271,0.012010931,0.064903622
51191,Virginia,Washington County,-0.129076182,0.060194105,-0.957851796,0.006269596,0.634955674,-0.38894849
13181,Georgia,Lincoln County,-0.12920521,0.822255166,-0.800259921,0.559581895,-0.771153245,-0.456449945
21005,Kentucky,Anderson County,-0.129723175,-0.53865561,-0.228874591,-0.253658936,0.879293875,-0.506720612
54057,West Virginia,Mineral County,-0.130024041,-0.106345496,-0.892880717,0.01896368,0.649663538,-0.31952121
42127,Pennsylvania,Wayne County,-0.130216435,-0.270205583,-0.452547767,0.386428845,0.045762731,-0.360520401
30095,Montana,Stillwater County,-0.130610165,-1.336854517,-0.286695847,0.871449564,0.030960048,0.068089927
20123,Kansas,Mitchell County,-0.131183866,-1.095204309,-0.027057893,0.709209961,-0.730384552,0.487517463
5081,Arkansas,Little River County,-0.131346364,0.315674006,-0.797741676,0.653231412,-0.760086236,-0.067809324
20003,Kansas,Anderson County,-0.131524002,-0.873899453,-0.13551136,1.07507852,-0.778455278,0.055167562
18045,Indiana,Fountain County,-0.131607306,-0.398040307,-0.400390032,0.669563011,-0.743942188,0.214772985
41059,Oregon,Umatilla County,-0.131845185,0.413531641,-0.088240626,-0.770711504,0.14372336,-0.357528795
50011,Vermont,Franklin County,-0.131982976,-0.390086433,-0.9289331,-0.16384775,0.981775274,-0.158822869
51683,Virginia,Manassas city,-0.132476924,-0.584794028,0.422763368,-1.505240777,1.334743208,-0.329856389
34007,New Jersey,Camden County,-0.132730431,-0.562928973,1.1347224,-1.003003597,0.00860057,-0.241042555
47097,Tennessee,Lauderdale County,-0.132950622,1.856904124,-0.982767975,-0.395542129,-0.700624165,-0.442722964
17065,Illinois,Hamilton County,-0.132981512,-0.276710294,-0.210693067,0.615907828,-0.749273678,-0.044138349
1067,Alabama,Henry County,-0.133068493,0.373578146,-0.680324286,0.521986792,-0.751422206,-0.129160911
28085,Mississippi,Lincoln County,-0.133231667,0.488342058,-0.095896017,-0.407694427,0.09227033,-0.74318028
6047,California,Merced County,-0.133243615,0.79216875,-0.720874129,-1.417210609,0.876248441,-0.196550529
39061,Ohio,Hamilton County,-0.133403546,-0.176756544,0.495563337,-1.268271978,0.870908556,-0.5884611
26161,Michigan,Washtenaw County,-0.133754877,-0.924665756,0.519256712,-0.93170527,1.086596647,-0.418256718
8014,Colorado,Broomfield County,-0.133787505,-1.87011744,1.124817767,-1.366162357,2.134828726,-0.692304219
26031,Michigan,Cheboygan County,-0.133902895,0.37265115,-0.519619264,0.535590441,-0.758205075,-0.299931727
26155,Michigan,Shiawassee County,-0.134360717,-0.206894291,0.667512205,-0.506944725,-0.228075517,-0.397401259
51125,Virginia,Nelson County,-0.134374846,-0.02888016,-0.597232958,0.714814496,-0.14290402,-0.617671586
50001,Vermont,Addison County,-0.134403997,-0.916775074,-1.01487375,0.193481083,1.30570306,-0.239555303
12045,Florida,Gulf County,-0.134488472,0.116153249,-0.629004788,0.719545171,-0.764650263,-0.114485731
47087,Tennessee,Jackson County,-0.13471685,0.876659517,-1.025194661,0.527609262,-0.762727514,-0.289930853
13031,Georgia,Bulloch County,-0.135020884,0.621043327,-0.998220023,-0.961626715,1.266204437,-0.602505447
26049,Michigan,Genesee County,-0.135113139,0.383884293,0.273754963,-1.034736451,-0.165845513,-0.132622986
6075,California,San Francisco County,-0.136893294,-1.097292425,0.288280255,-1.022847002,1.52545061,-0.37805791
51678,Virginia,Lexington city,-0.136924975,-0.672126903,-0.489267442,-0.699000019,1.275526896,-0.099757407
48281,Texas,Lampasas County,-0.13755732,-0.299703291,0.757426138,0.144899332,-0.72590438,-0.564504401
21151,Kentucky,Madison County,-0.138289084,-0.006386713,-0.943682435,-0.992644671,2.078274094,-0.827005697
19041,Iowa,Clay County,-0.138419026,-0.770858027,-0.601736366,-0.30044237,1.08320261,-0.102260979
53045,Washington,Mason County,-0.138459235,0.429647499,-0.756669089,-0.441110255,0.67446335,-0.59862768
13195,Georgia,Madison County,-0.138605857,0.32285181,-0.217871289,0.482639177,-0.759964567,-0.520684414
25001,Massachusetts,Barnstable County,-0.139503819,-1.005004982,-0.816412144,-0.124358038,1.32479779,-0.076541723
1101,Alabama,Montgomery County,-0.139525596,0.66199942,0.97792368,-1.45321117,-0.337802703,-0.546537208
31047,Nebraska,Dawson County,-0.140149714,-0.265642816,0.516849923,-0.34157632,-0.354979574,-0.255399782
36101,New York,Steuben County,-0.140191979,-0.114940942,-0.320978513,-0.11900794,0.153187092,-0.299219594
37019,North Carolina,Brunswick County,-0.140849911,-0.051049528,-0.734416354,0.146009809,0.072625821,-0.137419302
18017,Indiana,Cass County,-0.141431305,-0.434574467,-0.696349061,-0.214022254,0.885010734,-0.247221479
1039,Alabama,Covington County,-0.141581912,0.531874433,-0.40367603,0.136399678,-0.723359853,-0.24914779
18111,Indiana,Newton County,-0.141685497,-0.045844371,-0.214705161,0.895205866,-0.791534667,-0.551549154
13149,Georgia,Heard County,-0.143493354,1.098386189,-0.787645422,0.419919016,-0.768045933,-0.680080619
42075,Pennsylvania,Lebanon County,-0.143510277,-0.453229204,0.053617815,-0.621010874,0.623223537,-0.320152659
6009,California,Calaveras County,-0.143600113,-0.17580692,-0.966419996,0.622246762,0.038226749,-0.236247162
6069,California,San Benito County,-0.143653718,-0.58853177,-0.556840093,-1.150141231,2.108811708,-0.531567202
48105,Texas,Crockett County,-0.143764135,-0.321683625,-0.724098271,0.816735836,-0.754059879,0.264285262
51007,Virginia,Amelia County,-0.144002449,-0.383865527,-0.156045702,0.436413829,0.034793455,-0.651308298
1031,Alabama,Coffee County,-0.144939338,0.007574085,0.053396482,-0.450101465,0.112698523,-0.448264316
16069,Idaho,Nez Perce County,-0.145627166,-0.658698335,-0.629226065,-0.552515351,1.262365535,-0.150061615
17083,Illinois,Jersey County,-0.145913106,-0.251315777,-0.65197628,-0.330320764,0.91629467,-0.41224738
39079,Ohio,Jackson County,-0.146245028,0.78299424,-0.407701646,-0.237022041,-0.691441429,-0.178054264
36039,New York,Greene County,-0.146541678,-0.287903268,-0.968363544,0.410979428,0.254363111,-0.141784115
51820,Virginia,Waynesboro city,-0.146741021,0.044578813,0.056870663,-0.719101324,-0.619223983,0.503170728
48341,Texas,Moore County,-0.146977642,-0.291957104,0.593035973,-0.220668354,-0.679286593,-0.136012132
4011,Arizona,Greenlee County,-0.146992978,-0.440173602,0.641583295,0.171208409,-0.719410107,-0.388172884
21213,Kentucky,Simpson County,-0.147054644,-0.059272945,-0.988680612,-0.50123184,1.242123503,-0.428211326
36015,New York,Chemung County,-0.147157943,0.037363395,0.444815479,-0.868626696,0.04335915,-0.392701045
13111,Georgia,Fannin County,-0.147549089,0.032739171,-0.842748097,0.581437882,-0.738710568,0.229536166
17091,Illinois,Kankakee County,-0.147973425,0.235775636,0.160368706,-0.70340215,-0.125395897,-0.307213422
13207,Georgia,Monroe County,-0.148272407,-0.039762498,-0.542956781,0.21218472,0.058033922,-0.428861396
1057,Alabama,Fayette County,-0.148444693,0.736590845,-0.974838982,0.23740463,-0.725496223,-0.015883736
29143,Missouri,New Madrid County,-0.148466279,1.243125534,-0.969543784,-0.51544412,-0.661244991,0.160775965
28035,Mississippi,Forrest County,-0.148637285,0.839623226,-0.144932248,-1.025979961,0.131568235,-0.543465679
13049,Georgia,Charlton County,-0.148936942,0.854412857,-0.604784359,0.365258548,-0.757343636,-0.60222812
47043,Tennessee,Dickson County,-0.149035809,0.055460728,-0.408018897,-0.094464206,0.084674108,-0.382830776
18077,Indiana,Jefferson County,-0.149073037,-0.313609957,-0.723950308,-0.272191149,0.914551223,-0.350164994
39055,Ohio,Geauga County,-0.149096637,-1.507740706,0.800325566,0.108987837,0.19840827,-0.345464154
56009,Wyoming,Converse County,-0.149134829,-1.392620168,0.301794946,0.270821087,0.082464611,-0.00813462
36121,New York,Wyoming County,-0.149282138,-0.662415234,-0.608559695,0.066480954,0.878848313,-0.420765027
13191,Georgia,McIntosh County,-0.149606975,1.096486725,-0.869595314,0.192404451,-0.739413399,-0.427917336
28079,Mississippi,Leake County,-0.150083235,0.969475822,-0.044409414,-0.149138674,-0.721584556,-0.804759353
47099,Tennessee,Lawrence County,-0.150160879,0.246007881,-0.360563757,0.383068384,-0.740989109,-0.278327794
5067,Arkansas,Jackson County,-0.150293667,0.887339009,-0.529443696,-0.089571667,-0.709077571,-0.310714409
48009,Texas,Archer County,-0.150338832,-1.064811501,0.167142415,0.986953394,-0.770610711,-0.070367756
47111,Tennessee,Macon County,-0.150613254,0.731024271,-0.197895152,-0.32473672,-0.686112141,-0.275346529
46101,South Dakota,Moody County,-0.150988612,-0.894447331,0.589737602,0.554876607,-0.742194768,-0.262915172
39141,Ohio,Ross County,-0.151250433,0.347216993,-0.877538514,-0.944624269,1.271600507,-0.552906884
48413,Texas,Schleicher County,-0.151304594,-0.719275588,-0.563695342,0.890345758,-0.750760971,0.386863173
36099,New York,Seneca County,-0.1522121,-0.6110959,-0.354653184,0.048927819,0.566995626,-0.41123486
12125,Florida,Union County,-0.152335277,0.847271419,-0.483287666,-0.417918614,0.111952195,-0.81969372
17085,Illinois,Jo Daviess County,-0.152379722,-0.732639116,-0.264006147,0.7501004,-0.417734831,-0.097618918
13153,Georgia,Houston County,-0.152504288,-0.016552707,0.59392494,-1.181390163,0.288396879,-0.446900387
19135,Iowa,Monroe County,-0.152608974,-0.575871381,-0.560891459,0.968251116,-0.766062315,0.17152917
31105,Nebraska,Kimball County,-0.15279365,-0.784644358,-0.694522238,1.286754446,-0.789214832,0.217658731
