FIPS,State,County,Weighted_Mean_Score,F1_hardship,F2_geo_inacc,F3_urban_access,F4_alt_outlets,F5_retail_env
48437,Texas,Swisher County,0.323741923,0.442490653,1.908846509,0.318549238,-0.798356874,-0.25281991
29017,Missouri,Bollinger County,0.32363595,0.335720857,1.147049556,0.532184322,-0.032441972,-0.364333011
40029,Oklahoma,Coal County,0.322795039,0.885684245,0.341173537,0.988974644,-0.843530466,0.241673233
51063,Virginia,Floyd County,0.322095323,-0.039603196,0.334244913,0.543252028,1.095785717,-0.323202847
5127,Arkansas,Scott County,0.321789967,0.633843357,0.420140516,0.33521916,-0.379682812,0.599429614
20129,Kansas,Morton County,0.321074073,-0.41936925,0.337956247,1.11796244,-0.801678127,1.370499054
1079,Alabama,Lawrence County,0.320725563,0.558715108,-0.158198127,-0.207127162,1.955111055,-0.544873061
21183,Kentucky,Ohio County,0.320507245,0.590817233,-0.334146589,0.030753296,1.932137748,-0.617025461
17143,Illinois,Peoria County,0.318641895,0.106158605,0.198118763,-1.323664649,2.469048911,0.143547844
20033,Kansas,Comanche County,0.318434,-1.154871023,-0.261801889,1.775622449,-0.825821952,2.059042415
48111,Texas,Dallam County,0.31782568,-0.491440094,2.831297442,-0.094935989,-0.740635045,0.084842084
19063,Iowa,Emmet County,0.316847241,-0.465048794,1.669859799,0.203183196,0.022783336,0.153458667
17077,Illinois,Jackson County,0.316718875,0.775715482,1.154388674,-1.233086387,1.007866609,-0.121290001
21129,Kentucky,Lee County,0.316400975,2.55056757,-1.020870379,-0.03144001,-0.754553781,0.838301475
17047,Illinois,Edwards County,0.316157187,-0.4690576,1.390970986,1.015151839,-0.822181845,0.465902557
31163,Nebraska,Sherman County,0.315327671,-0.909476467,0.153349746,1.452765953,-0.052036209,0.932035333
37187,North Carolina,Washington County,0.315317412,2.076892017,-0.848109778,0.579536473,-0.809785672,0.578054022
48131,Texas,Duval County,0.31471146,1.743044583,0.381566558,0.684939553,-0.847447269,-0.388546125
1025,Alabama,Clarke County,0.314300512,1.145195538,0.222767304,-0.321228723,0.223023776,0.301744664
20135,Kansas,Ness County,0.313784991,-0.840810039,0.303747517,1.686962663,-0.847852697,1.266877513
2198,Alaska,Prince of Wales-Hyder Census Area,0.312651749,0.650414844,0.145582737,0.540787059,-0.775900123,1.002374228
21009,Kentucky,Barren County,0.311719614,0.379840149,0.052067139,-0.377974073,1.613938217,-0.109273362
13235,Georgia,Pulaski County,0.31165022,1.343311413,-0.58009639,0.254878638,0.791973204,-0.251815767
53059,Washington,Skamania County,0.311648426,-0.231676639,-0.812974617,0.18251881,2.721347658,-0.30097308
22091,Louisiana,St. Helena Parish,0.310461496,2.084846489,-0.189809316,0.470333322,-0.819206324,0.006143308
28015,Mississippi,Carroll County,0.309788552,0.403444503,1.634776409,0.931567671,-0.858612105,-0.56223372
26127,Michigan,Oceana County,0.309739911,0.639768352,-0.126355829,0.440760245,0.788980432,-0.194453645
21115,Kentucky,Johnson County,0.308953667,1.600723263,0.387835689,-0.260238398,0.02778713,-0.211339349
22013,Louisiana,Bienville Parish,0.308669976,1.595556517,0.379651376,0.482089507,-0.817931921,-0.096015599
1011,Alabama,Bullock County,0.308182636,1.756520953,0.326594336,0.01076238,-0.76911545,0.216150963
48305,Texas,Lynn County,0.307894112,0.302092095,1.822128487,0.343438168,-0.792889141,-0.135299049
31031,Nebraska,Cherry County,0.30774273,-0.929691885,0.820367646,0.468111757,0.039848393,1.14007774
41007,Oregon,Clatsop County,0.306563737,0.02394574,-0.365795861,-0.416238371,2.190586489,0.100320689
20167,Kansas,Russell County,0.305670702,-0.659351152,1.916440921,0.660705308,-0.790743476,0.401301909
20181,Kansas,Sherman County,0.304740612,-0.121197414,1.835097919,0.042696941,0.02045588,-0.253350267
37103,North Carolina,Jones County,0.30428712,1.767986862,-1.002376001,1.032899673,-0.843802702,0.566727768
20083,Kansas,Hodgeman County,0.303913847,-1.199768487,0.52846294,1.536417419,-0.822685274,1.477142637
28009,Mississippi,Benton County,0.303814517,1.598294662,0.858022016,0.463180194,-0.831631921,-0.568792367
27061,Minnesota,Itasca County,0.30289266,-0.312735155,0.156696188,0.303495113,1.140214582,0.22679257
23009,Maine,Hancock County,0.30246219,-0.461408634,-0.288601864,0.687100823,1.039810176,0.535410448
21119,Kentucky,Knott County,0.302016587,2.558866987,-0.887411028,0.240801689,-0.791035654,0.388860943
19115,Iowa,Louisa County,0.30159467,-0.661608026,-0.9865784,0.513887975,2.707246869,-0.064975066
54085,West Virginia,Ritchie County,0.301230675,0.308231954,-0.48908472,0.454877008,1.568922983,-0.336793848
28157,Mississippi,Wilkinson County,0.301105363,2.119448706,-0.287267027,0.465641093,-0.817344569,0.025048611
18119,Indiana,Owen County,0.300315526,-0.134324562,-0.986383401,0.230364731,2.716856562,-0.324935702
5137,Arkansas,Stone County,0.298794181,0.710776032,0.25724188,0.543322855,-0.021951276,0.004581413
2195,Alaska,Petersburg Borough,0.298523424,-0.426314769,-0.818146919,0.756296438,0.037928948,1.94285342
21233,Kentucky,Webster County,0.298475883,0.379134685,0.77138305,0.843279721,-0.819742954,0.318324911
13209,Georgia,Montgomery County,0.298311498,1.161961519,1.090142724,0.494357992,-0.824041422,-0.430863325
13091,Georgia,Dodge County,0.298187096,1.707696008,-0.943988619,-0.187259796,1.144538146,-0.230050258
4015,Arizona,Mohave County,0.298049329,0.377140709,0.57846179,-0.825374018,1.981619859,-0.621601696
5025,Arkansas,Cleveland County,0.297420579,0.289930858,0.016510054,0.435685267,1.103259495,-0.35828278
36089,New York,St. Lawrence County,0.297187939,0.151734143,0.143379295,-0.416687925,1.83215605,-0.224641868
19051,Iowa,Davis County,0.296966429,-0.754263112,-0.578668856,0.519059205,2.697223517,-0.398518611
1023,Alabama,Choctaw County,0.29688205,1.424775514,0.269245095,0.565668146,-0.81695952,0.041681017
5147,Arkansas,Woodruff County,0.296747094,1.726514524,-0.69983682,0.840406921,-0.830040616,0.446691462
13163,Georgia,Jefferson County,0.296614666,2.041236677,-0.943569858,0.441696825,-0.790008357,0.733718043
38099,North Dakota,Walsh County,0.295713223,-0.873605321,0.680317939,0.627616869,0.349030177,0.695206453
45075,South Carolina,Orangeburg County,0.292878739,1.881307624,0.596685349,-0.301071608,-0.557850486,-0.154677185
45011,South Carolina,Barnwell County,0.291762754,1.331577428,-1.038882782,-0.138138105,1.384097809,-0.079840579
54007,West Virginia,Braxton County,0.290113044,1.327263515,-0.008237929,0.586203371,-0.806305737,0.351642
5011,Arkansas,Bradley County,0.289601265,0.834747518,1.413231214,0.400225647,-0.809883993,-0.39031406
4003,Arizona,Cochise County,0.288714121,0.409551613,0.496499397,-0.900494151,1.899111983,-0.461098236
45001,South Carolina,Abbeville County,0.287363104,0.824190782,0.839698652,0.506301708,-0.422510464,-0.310865159
48387,Texas,Red River County,0.286971616,0.511194992,1.486853532,0.688506173,-0.831425738,-0.420270877
53065,Washington,Stevens County,0.286868579,0.531717865,0.296314933,-0.129497577,0.799191273,-0.063383598
37155,North Carolina,Robeson County,0.286840709,2.207009463,-0.974209164,-0.649555723,0.845366405,0.005592566
20075,Kansas,Hamilton County,0.28613679,-0.158967912,-0.0147089,0.885903262,-0.015154844,0.733612346
13147,Georgia,Hart County,0.286085852,0.669663597,-0.621369721,0.020702406,1.606813163,-0.245380186
55019,Wisconsin,Clark County,0.285552331,-0.531786145,0.6534588,0.780523286,0.515391088,0.010174628
53049,Washington,Pacific County,0.285159925,0.771042155,-0.621165099,0.849025377,-0.025943219,0.452840409
54097,West Virginia,Upshur County,0.285111795,0.448634282,-0.948334167,-0.595743988,2.784569288,-0.263566442
21153,Kentucky,Magoffin County,0.284890243,2.615721506,-0.909545764,0.210562925,-0.789948087,0.297660635
51640,Virginia,Galax city,0.284754991,0.540018955,0.437798557,-0.860231781,-0.367206809,1.673396035
21191,Kentucky,Pendleton County,0.284590654,0.323205643,-1.019229211,-0.118194485,2.737494239,-0.500322915
46097,South Dakota,Miner County,0.283373092,-1.039300415,0.219983256,1.537487606,-0.820492182,1.519187196
8027,Colorado,Custer County,0.283030799,-0.268400579,0.153332139,1.273267651,-0.06044737,0.317402156
29081,Missouri,Harrison County,0.283005632,0.129613857,1.0935542,0.093193525,0.027109175,0.071557402
22025,Louisiana,Catahoula Parish,0.282901361,1.196596724,1.193280616,0.325274429,-0.810069625,-0.490575341
31169,Nebraska,Thayer County,0.282643827,-1.080157716,-0.113075206,1.647323537,-0.313172243,1.272300765
19151,Iowa,Pocahontas County,0.281959214,-0.481686306,0.046865208,1.310098752,-0.305665401,0.840183816
27127,Minnesota,Redwood County,0.280859545,-0.726305054,1.200464143,0.729088812,-0.773304522,0.974354347
45055,South Carolina,Kershaw County,0.279973541,0.226556471,-0.426303961,-0.588461732,2.776184613,-0.588107687
40061,Oklahoma,Haskell County,0.276264026,1.02388908,0.93869833,0.457538273,-0.809716485,-0.229089068
21039,Kentucky,Carlisle County,0.275781368,0.23198894,-0.640561431,1.280295551,-0.818398002,1.325581783
53047,Washington,Okanogan County,0.275720603,0.681489306,-0.443220676,0.056662248,0.611609595,0.47206254
29115,Missouri,Linn County,0.274554019,-0.338922058,1.402170825,0.522636678,-0.392712604,0.179597254
20185,Kansas,Stafford County,0.274502717,-0.505796429,0.21605632,1.247213801,-0.81052571,1.225565602
27151,Minnesota,Swift County,0.274415733,-0.563577932,0.633854911,0.824940937,-0.01215258,0.489013327
55103,Wisconsin,Richland County,0.274015227,-0.043647391,0.434554061,-0.399497022,1.588035197,-0.209368708
31147,Nebraska,Richardson County,0.272526974,-0.494541561,1.586712986,0.776818516,-0.80171824,0.295363171
48283,Texas,La Salle County,0.272062268,1.058367598,0.549731353,0.661201798,-0.822080526,-0.086908883
13087,Georgia,Decatur County,0.271706174,1.852376217,-0.124176163,-0.333697569,0.040581388,-0.076553001
29203,Missouri,Shannon County,0.271507021,1.387070711,-0.445768841,0.650526949,-0.422228427,0.187934714
37005,North Carolina,Alleghany County,0.270024117,1.084317632,-0.721847973,0.787376291,-0.035364638,0.235639272
45041,South Carolina,Florence County,0.269950277,0.829867698,-0.26130796,-0.973650777,2.019035152,-0.26419273
13079,Georgia,Crawford County,0.268400279,1.406787455,0.84746365,0.59772197,-0.839737464,-0.670234217
46023,South Dakota,Charles Mix County,0.268011543,1.008441029,-0.531092292,0.816441993,-0.802700587,0.848967574
36005,New York,Bronx County,0.267818664,0.669983531,0.159397303,-1.595813444,0.875529863,1.229996067
53071,Washington,Walla Walla County,0.267754612,-0.105996283,0.402415057,-1.431988634,2.85998708,-0.385644161
13271,Georgia,Telfair County,0.266770153,1.291300658,0.108976687,-0.148587585,0.035905269,0.046255738
37111,North Carolina,McDowell County,0.266089625,1.156655333,-0.748455255,-0.027436125,1.142543237,-0.192859063
37015,North Carolina,Bertie County,0.265583576,2.33441205,-0.247688682,0.362071698,-0.817393035,-0.303484152
30073,Montana,Pondera County,0.265336992,0.076526551,0.39040345,1.115424359,-0.826678748,0.571009349
37149,North Carolina,Polk County,0.265019008,0.15247897,-0.629456839,0.87604252,1.078507299,-0.152476912
37065,North Carolina,Edgecombe County,0.264720599,1.896889227,-0.95313073,-0.621244421,0.881560324,0.119528597
1077,Alabama,Lauderdale County,0.264365419,-0.203391472,-0.542292159,-0.506300114,2.7886022,-0.214791358
48125,Texas,Dickens County,0.264230012,-0.03278272,-0.134572565,1.223589909,-0.817303505,1.08221894
29067,Missouri,Douglas County,0.264123738,0.8380973,0.999952919,-0.229002663,0.035694972,-0.324123839
39015,Ohio,Brown County,0.263639745,0.151035363,0.008703473,0.123550338,1.144104237,-0.109194686
21095,Kentucky,Harlan County,0.262784825,2.178059799,-0.96651461,-0.469163553,0.069085308,0.502457183
46033,South Dakota,Custer County,0.262124057,-1.17574307,1.187094919,1.336885749,-0.823820828,0.786203514
31097,Nebraska,Johnson County,0.261648655,-0.684026132,1.762801065,1.015690296,-0.827047646,0.040825692
53041,Washington,Lewis County,0.261492471,0.565623853,-0.347932172,-0.35511902,1.604330261,-0.159440569
31039,Nebraska,Cuming County,0.261350989,-1.052656881,0.681190368,1.387250743,-0.818502177,1.10947289
6093,California,Siskiyou County,0.260885125,0.507365655,-0.123640539,0.437762143,0.15594476,0.326993605
42053,Pennsylvania,Forest County,0.260795202,0.27512395,0.789070723,1.045691833,-0.840436771,0.034526276
35029,New Mexico,Luna County,0.260763631,2.419645617,0.806437184,-1.464131608,0.115005546,-0.573138585
4005,Arizona,Coconino County,0.260455894,-0.027346554,1.226148532,-1.366909361,1.803497598,-0.333110743
36013,New York,Chautauqua County,0.260291752,0.383076585,-0.305282054,-0.918628277,2.379941075,-0.237648569
12059,Florida,Holmes County,0.259671152,0.969203651,1.100866384,0.386699716,-0.805110038,-0.353303951
48129,Texas,Donley County,0.259123179,-0.049827974,0.610297071,1.177147556,-0.835669311,0.393668554
20157,Kansas,Republic County,0.259103107,-0.75722372,0.925448423,1.616425971,-0.865653012,0.376517873
20097,Kansas,Kiowa County,0.259028575,-0.705865842,1.076050418,1.246863434,-0.830374066,0.508468931
48043,Texas,Brewster County,0.256870848,-0.22004837,1.794205691,0.014431508,-0.733468932,0.429234343
50009,Vermont,Essex County,0.256828577,1.022916314,0.30324932,1.005453878,-0.852593149,-0.19488348
46077,South Dakota,Kingsbury County,0.256131571,-1.14462064,-0.122526141,1.62675412,-0.816031997,1.737082515
2275,Alaska,Wrangell City and Borough,0.255983033,-0.76798264,0.042401322,1.141328458,-0.782036386,1.64620441
37153,North Carolina,Richmond County,0.255689309,1.568557009,-0.613424028,-0.893405309,1.219272922,-0.00255405
1005,Alabama,Barbour County,0.255582525,1.462042433,0.27656333,-0.183057891,-0.191016322,-0.086618924
17151,Illinois,Pope County,0.255303343,0.59165743,0.367387845,1.0592798,-0.842206275,0.100397913
26085,Michigan,Lake County,0.254492923,1.680772096,-0.902414234,1.017717152,-0.84338194,0.319771539
21219,Kentucky,Todd County,0.253979661,0.654341644,0.355651102,0.384975597,-0.006200258,-0.118869781
27129,Minnesota,Renville County,0.253354783,-0.720443669,0.778907189,1.262703859,-0.822098613,0.767705147
20031,Kansas,Coffey County,0.253332224,-1.06160792,1.976264924,0.655491318,-0.522918676,0.219431475
54043,West Virginia,Lincoln County,0.253053673,1.641717371,-0.716941613,0.580238595,-0.7975724,0.557826413
27047,Minnesota,Freeborn County,0.25283488,-0.39875726,-0.448858615,-0.094525109,2.746351343,-0.540035958
29111,Missouri,Lewis County,0.251688836,-0.549235945,1.685396325,0.912015091,-0.818847829,0.029116539
30053,Montana,Lincoln County,0.251618098,0.435073672,-0.59271655,0.336245769,0.583093661,0.496393937
30019,Montana,Daniels County,0.251220601,-1.299523351,0.102395663,1.679644703,-0.82288569,1.596471681
24510,Maryland,Baltimore city,0.251161457,1.3823251,-0.815093285,-1.33554964,1.45377047,0.570354639
19053,Iowa,Decatur County,0.250729313,0.322892778,-0.445299638,0.746499862,0.547137267,0.082416297
36021,New York,Columbia County,0.250435589,-0.419879099,-0.038046515,0.292215252,1.473145167,-0.055256862
8115,Colorado,Sedgwick County,0.250418654,-0.135960867,-0.208722504,1.510754886,-0.843883098,0.929904854
4007,Arizona,Gila County,0.249357899,0.890975119,-0.133703502,-0.525672339,1.430395007,-0.415204789
18139,Indiana,Rush County,0.24695221,-0.47399939,-0.338136844,-0.263833459,2.765222904,-0.454492159
30035,Montana,Glacier County,0.246880349,1.951994105,0.625143194,-0.701615134,-0.707838336,0.066717914
40091,Oklahoma,McIntosh County,0.245966648,0.991660875,-0.150661711,0.176762223,0.019243807,0.192828046
27005,Minnesota,Becker County,0.245864505,-0.581736703,1.269658078,0.32714735,0.035096278,0.17915752
8099,Colorado,Prowers County,0.245644933,0.559458787,1.372017889,-0.29337037,-0.718636131,0.308754488
36049,New York,Lewis County,0.245089114,0.052706494,-0.359130732,0.330322368,1.556421587,-0.354874149
38055,North Dakota,McLean County,0.244005754,-1.275023804,1.450869446,1.282950746,-0.82258364,0.583816022
5095,Arkansas,Monroe County,0.243849899,1.30487689,-0.206182519,0.554951283,-0.7970251,0.362628939
5075,Arkansas,Lawrence County,0.243801889,0.227644575,1.03579504,0.473678939,-0.781394366,0.263285258
5061,Arkansas,Howard County,0.243630339,0.514907766,0.905489735,-0.013089559,0.049429502,-0.238585748
50005,Vermont,Caledonia County,0.243606585,0.016207957,-0.418092031,0.476497881,1.163140872,-0.019721752
21109,Kentucky,Jackson County,0.24322136,1.99606763,-0.39611144,0.315020742,-0.793316004,0.09444587
28143,Mississippi,Tunica County,0.242859772,2.365853578,-0.36531601,-0.418802587,-0.726158535,0.358722415
40003,Oklahoma,Alfalfa County,0.242599709,-0.798094881,1.561014427,1.177277417,-0.834783456,0.107585038
13303,Georgia,Washington County,0.241981459,1.777056593,0.655752203,-0.222340148,-0.75643034,-0.244131012
26101,Michigan,Manistee County,0.241955956,-0.043215102,-0.960643211,0.178127503,1.960201379,0.075309209
50013,Vermont,Grand Isle County,0.241050008,-0.671555081,-0.818334011,0.782717309,1.382118214,0.530303607
45087,South Carolina,Union County,0.24060033,0.846346597,-0.682480195,-0.36724601,1.975094943,-0.568713686
1111,Alabama,Randolph County,0.24010722,0.805836487,0.139655542,-0.033697945,0.585198682,-0.296456664
31037,Nebraska,Colfax County,0.239339217,-0.513179146,1.811937523,0.447506824,-0.771682178,0.22211306
35039,New Mexico,Rio Arriba County,0.238048762,1.570990252,0.46424037,-0.667956057,0.447803151,-0.624833908
20115,Kansas,Marion County,0.237911841,-0.992816944,0.185463246,1.294365809,-0.034166138,0.73671323
54005,West Virginia,Boone County,0.237589264,1.720480281,-0.306232153,0.303963192,-0.783226706,0.252961704
48077,Texas,Clay County,0.237274791,-0.507948062,1.772354984,0.408939836,-0.010581494,-0.476391308
26069,Michigan,Iosco County,0.236958568,0.80455759,-0.950031353,0.464834036,1.036439694,-0.171007128
27159,Minnesota,Wadena County,0.236282221,-0.153808842,-0.440329596,0.826720386,0.32922214,0.619607016
6105,California,Trinity County,0.236216034,0.328715839,-0.117136628,1.20932639,-0.832957854,0.593132422
6021,California,Glenn County,0.236187771,0.052791217,-0.101193673,-0.349603226,1.615199634,-0.036255096
37047,North Carolina,Columbus County,0.234949406,1.64872293,-0.94542417,0.106125119,0.035395851,0.329927301
39027,Ohio,Clinton County,0.234940374,-0.095655844,0.335762678,-0.761096681,2.000306986,-0.304615267
5073,Arkansas,Lafayette County,0.234587977,1.233734315,0.108555589,0.996615658,-0.855214062,-0.310751613
29075,Missouri,Gentry County,0.234016674,-0.50075569,0.069159072,1.345525921,-0.818750709,1.074904775
21159,Kentucky,Martin County,0.233975165,2.154566238,-0.902119543,0.064991434,-0.755371418,0.607809114
13021,Georgia,Bibb County,0.233807575,1.522717632,0.544677895,-1.373171422,0.621869408,-0.147055637
56015,Wyoming,Goshen County,0.233670757,-0.895473941,1.376106842,0.894292629,-0.285057808,0.078486062
13243,Georgia,Randolph County,0.2321673,2.098978639,-0.683923323,0.054358366,-0.758909112,0.450331929
13253,Georgia,Seminole County,0.231616199,1.925995129,-0.495161716,-0.138224098,-0.735468388,0.600940067
26095,Michigan,Luce County,0.231490938,-0.107719672,-0.329241667,0.310473014,0.056865588,1.227077427
5113,Arkansas,Polk County,0.230894177,0.802113448,1.006567001,0.39857938,-0.797225367,-0.255563576
47181,Tennessee,Wayne County,0.230117623,0.567466974,0.16492816,0.682801657,-0.792297956,0.527689279
48109,Texas,Culberson County,0.229487819,1.257447793,-0.623945908,0.781570163,-0.807910762,0.540277807
26165,Michigan,Wexford County,0.229165169,0.473435718,-0.640131709,-0.91254171,2.80773772,-0.582674174
28129,Mississippi,Smith County,0.228193186,0.117380206,0.903922701,0.747652314,-0.804340645,0.176351356
20081,Kansas,Haskell County,0.228190892,-0.944711421,0.319748059,1.04081843,-0.772895833,1.497995227
45027,South Carolina,Clarendon County,0.22818773,1.686460469,-0.245197491,0.102748714,0.008443706,-0.411516748
29229,Missouri,Wright County,0.227202186,0.955959727,0.428867614,-0.063439537,-0.351706564,0.166329691
37185,North Carolina,Warren County,0.225256236,1.742623337,-0.763314354,0.443211757,-0.02474037,-0.27149919
12093,Florida,Okeechobee County,0.225227237,1.398730011,1.513355843,-0.73820819,-0.709353721,-0.338387758
28037,Mississippi,Franklin County,0.22511349,0.788848063,0.682499438,0.7452808,-0.826104686,-0.264956165
53023,Washington,Garfield County,0.224954458,-0.206043751,-0.225483356,1.399749084,-0.828504804,0.985055116
23019,Maine,Penobscot County,0.224319919,0.049834821,0.160865368,-0.247425064,1.432794876,-0.274470406
5057,Arkansas,Hempstead County,0.223908808,0.727257571,0.320082939,-0.500667201,0.861753367,-0.288882638
40021,Oklahoma,Cherokee County,0.22320011,0.506928442,0.45821111,-0.462272542,1.179760563,-0.566627021
45089,South Carolina,Williamsburg County,0.22260384,2.291880747,-0.375322498,0.310940451,-0.807123639,-0.307355861
46061,South Dakota,Hanson County,0.221572223,-1.464938361,1.88854553,1.044470392,-0.802056755,0.441840309
53009,Washington,Clallam County,0.221322147,-0.041927507,0.166904949,-0.530151977,1.838397245,-0.326611976
20127,Kansas,Morris County,0.220450485,-0.854287627,1.501618865,1.266596647,-0.84148642,0.029810962
38023,North Dakota,Divide County,0.219689033,-1.340636862,0.527336104,1.715373774,-0.840206463,1.036578614
47129,Tennessee,Morgan County,0.21852295,1.128636431,0.248360612,0.514357694,-0.800457866,0.001717879
48411,Texas,San Saba County,0.21828866,-0.051943481,1.340107588,0.309825793,-0.761315296,0.254768695
31003,Nebraska,Antelope County,0.218180662,-0.821690591,-0.174935881,1.444344805,-0.808812486,1.451997463
27099,Minnesota,Mower County,0.218048071,-0.47112305,0.240381956,-0.481252886,2.014454439,-0.212220103
20189,Kansas,Stevens County,0.217458192,-0.851157157,1.701220958,0.30589454,-0.737978433,0.669311053
35055,New Mexico,Taos County,0.21680614,1.371823784,-0.11115198,-0.098940436,-0.071232916,-0.006467753
51071,Virginia,Giles County,0.216744402,-0.127293161,-0.96740109,0.592155344,1.132428596,0.453832319
29091,Missouri,Howell County,0.216562181,0.669012688,0.361375666,-0.124638913,0.332595195,-0.15553373
21173,Kentucky,Montgomery County,0.216542888,0.604052543,0.287849372,-0.401649073,0.870259026,-0.277797426
37131,North Carolina,Northampton County,0.216061196,1.909719382,-0.908198371,0.837028941,-0.833818403,0.075574433
16087,Idaho,Washington County,0.215802104,0.04898922,-0.193473729,0.767924901,0.535975229,-0.0804051
27023,Minnesota,Chippewa County,0.214958767,-0.835229764,0.316281704,0.53572143,0.040949567,1.017070897
48197,Texas,Hardeman County,0.214944329,0.46988075,0.25788701,0.97194264,-0.824836859,0.199848104
55129,Wisconsin,Washburn County,0.213408072,-0.172832454,-0.274044099,1.005125572,-0.027816509,0.536607852
19131,Iowa,Mitchell County,0.212968129,-1.294946404,0.553217981,0.961526295,0.009860778,0.835181996
36061,New York,New York County,0.211936798,-0.300991333,0.701006958,-1.386746505,1.681754458,0.364660413
42113,Pennsylvania,Sullivan County,0.210591254,-0.300366539,0.580283349,1.388550444,-0.8498892,0.234378217
18041,Indiana,Fayette County,0.210361201,0.483113706,-0.797716949,-0.879069929,2.807906789,-0.562427614
17125,Illinois,Mason County,0.209718247,0.357155994,0.920954525,0.589598664,-0.797845095,-0.021272852
13225,Georgia,Peach County,0.209148631,1.464169889,0.247729357,0.04831663,-0.761857865,0.047385143
8121,Colorado,Washington County,0.208830583,-0.592043083,1.26831075,1.140424054,-0.831220988,0.058682184
28113,Mississippi,Pike County,0.208050925,1.488127468,-0.358804558,-0.506113874,0.62218933,-0.205143743
28091,Mississippi,Marion County,0.207807838,1.63953965,-0.417422203,0.005223822,0.018088455,-0.206390534
53027,Washington,Grays Harbor County,0.207715702,0.705860248,-0.417662148,-0.462132282,1.221228263,-0.008715573
41031,Oregon,Jefferson County,0.206640187,1.434587558,-0.480710146,-0.764499887,1.204147776,-0.360324367
51001,Virginia,Accomack County,0.20596567,0.84622161,-0.598377665,0.601363731,0.352182978,-0.171562305
26039,Michigan,Crawford County,0.205376719,0.312394244,-0.518002806,0.676167349,0.785034159,-0.228709352
37167,North Carolina,Stanly County,0.205189687,-0.057885886,0.410476483,-0.072346407,0.628079855,0.117624392
19087,Iowa,Henry County,0.204863636,-0.337525031,0.45210114,-0.380143843,1.658546986,-0.368661071
56031,Wyoming,Platte County,0.204622855,-0.828912776,-0.208084561,1.186354761,-0.017308788,0.89106564
21001,Kentucky,Adair County,0.204542739,0.714124023,-0.324900716,0.173718751,0.590262566,-0.130490928
13193,Georgia,Macon County,0.204185233,1.861767757,-0.819964686,0.560616333,-0.803330097,0.22183686
29141,Missouri,Morgan County,0.202641997,0.821162447,-0.734861297,0.757190807,-0.022566274,0.192284303
17137,Illinois,Morgan County,0.202035098,0.20120298,0.936793839,-0.754532019,0.879072099,-0.252361407
16009,Idaho,Benewah County,0.201903941,0.012768632,0.226667003,0.689921758,-0.772110285,0.852272598
24029,Maryland,Kent County,0.201382322,-0.063353653,-1.046883513,0.40840847,1.604819267,0.103921038
50021,Vermont,Rutland County,0.201186812,-0.282669678,0.124194017,0.061600426,1.141777777,-0.038968484
54093,West Virginia,Tucker County,0.200860641,-0.05167602,-0.81298643,1.029900577,0.348750561,0.490314517
48351,Texas,Newton County,0.200773972,0.993526003,0.642446447,0.525957949,-0.809415147,-0.348645391
56027,Wyoming,Niobrara County,0.200469286,-0.624836996,0.175645681,1.379874213,-0.822023211,0.893686743
37007,North Carolina,Anson County,0.200242155,1.728085998,-0.977212801,0.053666025,0.023968498,0.172703055
48319,Texas,Mason County,0.200082198,-0.630599115,0.757543199,1.451824743,-0.84898533,0.270627492
28093,Mississippi,Marshall County,0.199180166,1.464535911,0.347934399,-0.132739574,0.016280422,-0.700110327
48279,Texas,Lamb County,0.199103706,0.510321232,0.001505352,0.518805928,-0.76683222,0.731718239
22041,Louisiana,Franklin Parish,0.19890781,1.211440532,1.065949521,-0.304426722,-0.73742619,-0.240998091
5099,Arkansas,Nevada County,0.198714497,1.526386684,0.40105899,0.3113138,-0.800117704,-0.445069286
37023,North Carolina,Burke County,0.198628458,0.300367386,-0.821719633,-0.189852471,1.861851958,-0.157504949
29039,Missouri,Cedar County,0.198298885,0.932871161,-0.419819532,0.211893898,0.568159434,-0.301610537
39009,Ohio,Athens County,0.197899355,0.57438683,-0.278223057,-0.85319037,2.027914694,-0.481391323
19091,Iowa,Humboldt County,0.197098433,-0.747070142,0.236772741,0.25517123,1.158062281,0.082556055
41035,Oregon,Klamath County,0.196513302,0.904973705,1.096993117,-0.875224511,0.186950728,-0.331126529
13197,Georgia,Marion County,0.19578314,1.950303439,-1.030002715,0.389776886,-0.781040745,0.449878835
46005,South Dakota,Beadle County,0.195511138,-0.256168927,1.644572244,-0.382033066,0.077194248,-0.106008807
38097,North Dakota,Traill County,0.194763002,-1.195939482,0.405436541,1.36478908,-0.803208786,1.202737655
51169,Virginia,Scott County,0.194548646,0.663065437,-0.462749714,0.492042376,0.168467383,0.111917748
12055,Florida,Highlands County,0.194198411,0.915236528,-0.273208017,-0.254884143,1.16097656,-0.577128874
13251,Georgia,Screven County,0.193433997,1.330363847,0.319045896,0.397235457,-0.799001415,-0.280473799
16003,Idaho,Adams County,0.192134591,-0.520265997,0.166593644,1.337350651,-0.821694764,0.798689421
39053,Ohio,Gallia County,0.191806608,1.123637145,0.647643215,-0.167933296,-0.355425739,-0.288888283
13053,Georgia,Chattahoochee County,0.190641305,-0.121277917,2.592336203,-0.645447567,-0.690465946,-0.181938249
8095,Colorado,Phillips County,0.189690567,-0.51716871,-0.783698361,1.465642922,-0.805711467,1.589388449
24023,Maryland,Garrett County,0.1886419,0.198269514,-1.002786881,0.241696696,1.610692942,-0.10466277
